Rank,Publisher
13247,Konami Digital Entertainment
13248,System 3
13249,Electronic Arts
13250,Activision
13251,Empire Interactive
13252,Ubisoft
13253,ESP
13254,Tecmo Koei
13255,Namco Bandai Games
13256,Atlus
13257,Pow
13258,Ignition Entertainment
13259,Starfish
13260,Activision
13261,Activision Value
13262,Namco Bandai Games
13263,Capcom
13264,Electronic Arts
13265,Microsoft Game Studios
13266,Navarre Corp
13267,Electronic Arts
13268,Codemasters
13269,Namco Bandai Games
13270,Namco Bandai Games
13271,Paradox Interactive
13272,MediaQuest
13273,Konami Digital Entertainment
13274,Tecmo Koei
13275,Namco Bandai Games
13276,Electronic Arts
13277,Idea Factory
13278,Zoo Digital Publishing
13279,Hackberry
13280,
13281,Atari
13282,Gremlin Interactive Ltd
13283,Namco Bandai Games
13284,Idea Factory
13285,Konami Digital Entertainment
13286,THQ
13287,Deep Silver
13288,Conspiracy Entertainment
13289,Electronic Arts
13290,Deep Silver
13291,Ubisoft
13292,Capcom
13293,Tecmo Koei
13294,Astragon
13295,Mastiff
13296,Zoo Digital Publishing
13297,Konami Digital Entertainment
13298,Namco Bandai Games
13299,505 Games
13300,Kalypso Media
13301,Bigben Interactive
13302,Storm City Games
13303,THQ
13304,MTV Games
13305,Rising Star Games
13306,Capcom
13307,Acclaim Entertainment
13308,Ubisoft
13309,Jaleco
13310,Atari
13311,Success
13312,Microsoft Game Studios
13313,Sega
13314,Microsoft Game Studios
13315,Global Star
13316,Nintendo
13317,Tecmo Koei
13318,Aqua Plus
13319,Namco Bandai Games
13320,Namco Bandai Games
13321,Konami Digital Entertainment
13322,Namco Bandai Games
13323,Home Entertainment Suppliers
13324,Deep Silver
13325,Activision
13326,Black Bean Games
13327,Majesco Entertainment
13328,Sony Computer Entertainment
13329,Metro 3D
13330,SouthPeak Games
13331,Microsoft Game Studios
13332,Atlus
13333,Electronic Arts
13334,Max Five
13335,Atari
13336,Activision Value
13337,Konami Digital Entertainment
13338,Aqua Plus
13339,Midas Interactive Entertainment
13340,THQ
13341,Jaleco
13342,Codemasters
13343,Namco Bandai Games
13344,Square Enix
13345,Ubisoft
13346,Majesco Entertainment
13347,Atari
13348,Telltale Games
13349,Namco Bandai Games
13350,Konami Digital Entertainment
13351,Namco Bandai Games
13352,Electronic Arts
13353,Vivendi Games
13354,505 Games
13355,D3Publisher
13356,Activision
13357,Oxygen Interactive
13358,Atari
13359,Ubisoft
13360,Electronic Arts
13361,THQ
13362,Arc System Works
13363,Nippon Ichi Software
13364,Ubisoft
13365,Acclaim Entertainment
13366,Sega
13367,Namco Bandai Games
13368,THQ
13369,Jaleco
13370,Take-Two Interactive
13371,Activision
13372,Deep Silver
13373,Zoo Digital Publishing
13374,505 Games
13375,Arc System Works
13376,DTP Entertainment
13377,Level 5
13378,Idea Factory
13379,Sony Computer Entertainment
13380,Big Ben Interactive
13381,ChunSoft
13382,Crave Entertainment
13383,Phenomedia
13384,Infogrames
13385,505 Games
13386,Ubisoft
13387,Deep Silver
13388,Take-Two Interactive
13389,Atari
13390,Sony Computer Entertainment
13391,Ubisoft
13392,Codemasters
13393,FuRyu
13394,Namco Bandai Games
13395,Rising Star Games
13396,Xplosiv
13397,Activision Value
13398,Idea Factory
13399,DTP Entertainment
13400,Idea Factory
13401,Zoo Digital Publishing
13402,Conspiracy Entertainment
13403,Comfort
13404,Namco Bandai Games
13405,Monte Christo Multimedia
13406,Eidos Interactive
13407,Atari
13408,Activision
13409,Sega
13410,Tecmo Koei
13411,Sony Computer Entertainment
13412,Pony Canyon
13413,Tecmo Koei
13414,Activision
13415,LucasArts
13416,Tecmo Koei
13417,SNK
13418,Sony Computer Entertainment
13419,Atlus
13420,Warner Bros. Interactive Entertainment
13421,Mindscape
13422,Crave Entertainment
13423,Ubisoft
13424,SquareSoft
13425,THQ
13426,Take-Two Interactive
13427,Nintendo
13428,Tecmo Koei
13429,Ubisoft
13430,Kalypso Media
13431,Eidos Interactive
13432,Ubisoft
13433,SCi
13434,Playlogic Game Factory
13435,Capcom
13436,Takara
13437,Deep Silver
13438,Electronic Arts
13439,Sony Computer Entertainment
13440,Activision
13441,DTP Entertainment
13442,LucasArts
13443,Warner Bros. Interactive Entertainment
13444,DreamCatcher Interactive
13445,GT Interactive
13446,Phenomedia
13447,Idea Factory
13448,Crave Entertainment
13449,Banpresto
13450,Atlus
13451,Empire Interactive
13452,Activision
13453,THQ
13454,Sega
13455,Mindscape
13456,Rising Star Games
13457,Ubisoft
13458,Asylum Entertainment
13459,THQ
13460,Riverhillsoft
13461,Banpresto
13462,SNK Playmore
13463,Crave Entertainment
13464,Activision
13465,Capcom
13466,Nippon Ichi Software
13467,Focus Home Interactive
13468,Natsume
13469,Brash Entertainment
13470,Activision
13471,Sega
13472,Prototype
13473,Unknown
13474,Success
13475,Tecmo Koei
13476,Zoo Digital Publishing
13477,Namco Bandai Games
13478,Ubisoft
13479,Microprose
13480,Electronic Arts Victor
13481,Atari
13482,505 Games
13483,Namco Bandai Games
13484,Eidos Interactive
13485,Ubisoft
13486,Aksys Games
13487,Storm City Games
13488,Codemasters
13489,Tecmo Koei
13490,Red Storm Entertainment
13491,Square Enix
13492,Deep Silver
13493,Nintendo
13494,Alternative Software
13495,Konami Digital Entertainment
13496,Eidos Interactive
13497,Destineer
13498,Tecmo Koei
13499,Tecmo Koei
13500,Media Works
13501,Capcom
13502,Summitsoft
13503,THQ
13504,PQube
13505,Codemasters
13506,Ubisoft
13507,Tommo
13508,Codemasters
13509,Sony Computer Entertainment
13510,Milestone S.r.l
13511,Atlus
13512,Ubisoft
13513,Paon
13514,Virgin Interactive
13515,Namco Bandai Games
13516,Playmore
13517,D3Publisher
13518,Electronic Arts
13519,Zoo Digital Publishing
13520,D3Publisher
13521,Kadokawa Shoten
13522,Compile Heart
13523,Disney Interactive Studios
13524,Konami Digital Entertainment
13525,Nintendo
13526,Sega
13527,Sega
13528,Empire Interactive
13529,Eidos Interactive
13530,Sega
13531,MLB.com
13532,Midway Games
13533,Capcom
13534,Sony Computer Entertainment
13535,Popcorn Arcade
13536,SCi
13537,505 Games
13538,Crave Entertainment
13539,Disney Interactive Studios
13540,Idea Factory
13541,Konami Digital Entertainment
13542,Zoo Digital Publishing
13543,Kool Kizz
13544,Konami Digital Entertainment
13545,Aqua Plus
13546,Nordic Games
13547,Banpresto
13548,Koch Media
13549,Ubisoft
13550,Foreign Media Games
13551,PQube
13552,BAM! Entertainment
13553,Astragon
13554,O-Games
13555,SNK Playmore
13556,Namco Bandai Games
13557,Ubisoft
13558,Compile Heart
13559,MTO
13560,5pb
13561,Spike
13562,Konami Digital Entertainment
13563,Aqua Plus
13564,Square Enix
13565,Electronic Arts
13566,Takara Tomy
13567,D3Publisher
13568,Konami Digital Entertainment
13569,Spike
13570,Enterbrain
13571,Level 5
13572,Infogrames
13573,Crave Entertainment
13574,Ubisoft
13575,Sega
13576,Flashpoint Games
13577,Vivendi Games
13578,Idea Factory
13579,49Games
13580,Acclaim Entertainment
13581,Marvelous Interactive
13582,Namco Bandai Games
13583,Alchemist
13584,DTP Entertainment
13585,Takara Tomy
13586,Konami Digital Entertainment
13587,Unknown
13588,Global Star
13589,Reef Entertainment
13590,Namco Bandai Games
13591,THQ
13592,Tecmo Koei
13593,TDK Mediactive
13594,Popcorn Arcade
13595,ChunSoft
13596,Legacy Interactive
13597,LucasArts
13598,FuRyu
13599,Marvelous Interactive
13600,FuRyu
13601,Oxygen Interactive
13602,Activision
13603,Electronic Arts
13604,Nippon Ichi Software
13605,Konami Digital Entertainment
13606,Midas Interactive Entertainment
13607,JoWood Productions
13608,Starfish
13609,Namco Bandai Games
13610,Global Star
13611,Majesco Entertainment
13612,Konami Digital Entertainment
13613,Electronic Arts
13614,505 Games
13615,3DO
13616,Aqua Plus
13617,Ignition Entertainment
13618,Electronic Arts
13619,Nintendo
13620,Hudson Soft
13621,Ubisoft
13622,Namco Bandai Games
13623,Microids
13624,Electronic Arts
13625,Ascaron Entertainment GmbH
13626,Kadokawa Games
13627,Deep Silver
13628,Midway Games
13629,Conspiracy Entertainment
13630,Sega
13631,Gust
13632,Electronic Arts
13633,Ubisoft
13634,Funbox Media
13635,THQ
13636,Popcorn Arcade
13637,Black Bean Games
13638,Capcom
13639,Take-Two Interactive
13640,Capcom
13641,Idea Factory
13642,Nintendo
13643,505 Games
13644,Unknown
13645,Focus Home Interactive
13646,SNK Playmore
13647,Namco Bandai Games
13648,505 Games
13649,Square Enix
13650,Take-Two Interactive
13651,Namco Bandai Games
13652,Telltale Games
13653,Atari
13654,Namco Bandai Games
13655,Ubisoft
13656,Rocket Company
13657,Nippon Ichi Software
13658,Namco Bandai Games
13659,Spike
13660,Ubisoft
13661,Graffiti
13662,Namco Bandai Games
13663,Konami Digital Entertainment
13664,Sega
13665,Avanquest
13666,Alawar Entertainment
13667,Codemasters
13668,Prototype
13669,Tecmo Koei
13670,System 3 Arcade Software
13671,Sony Computer Entertainment
13672,Konami Digital Entertainment
13673,Take-Two Interactive
13674,
13675,Enix Corporation
13676,System 3 Arcade Software
13677,Funsta
13678,Marvelous Interactive
13679,Eidos Interactive
13680,DSI Games
13681,Konami Digital Entertainment
13682,Kadokawa Shoten
13683,Telltale Games
13684,Sega
13685,Ubisoft
13686,responDESIGN
13687,5pb
13688,Capcom
13689,THQ
13690,Black Bean Games
13691,Global Star
13692,CyberFront
13693,Namco Bandai Games
13694,Microsoft Game Studios
13695,Cloud Imperium Games Corporation
13696,3DO
13697,Konami Digital Entertainment
13698,Genki
13699,Electronic Arts
13700,Idea Factory
13701,Tecmo Koei
13702,Namco Bandai Games
13703,Capcom
13704,Take-Two Interactive
13705,THQ
13706,Psygnosis
13707,Spike
13708,PopCap Games
13709,GT Interactive
13710,Konami Digital Entertainment
13711,Unknown
13712,Konami Digital Entertainment
13713,Tecmo Koei
13714,Namco Bandai Games
13715,Vivendi Games
13716,Sega
13717,Societa
13718,Sega
13719,Konami Digital Entertainment
13720,THQ
13721,Zushi Games
13722,PQube
13723,Idea Factory
13724,Data East
13725,Take-Two Interactive
13726,1C Company
13727,Idea Factory
13728,Activision
13729,FuRyu
13730,Destineer
13731,Alchemist
13732,GameMill Entertainment
13733,Take-Two Interactive
13734,Take-Two Interactive
13735,Unknown
13736,Konami Digital Entertainment
13737,Banpresto
13738,Unknown
13739,Virtual Play Games
13740,Namco Bandai Games
13741,Ubisoft
13742,Infogrames
13743,Imagineer
13744,Infogrames
13745,Atari
13746,Konami Digital Entertainment
13747,Takara
13748,Ackkstudios
13749,THQ
13750,Tecmo Koei
13751,Disney Interactive Studios
13752,Codemasters
13753,Capcom
13754,Ackkstudios
13755,Tecmo Koei
13756,Majesco Entertainment
13757,Namco Bandai Games
13758,Ubisoft
13759,Unknown
13760,Sony Computer Entertainment
13761,Sony Computer Entertainment
13762,Sega
13763,Sega
13764,City Interactive
13765,Namco Bandai Games
13766,Idea Factory
13767,Sega
13768,Empire Interactive
13769,IE Institute
13770,Namco Bandai Games
13771,Tecmo Koei
13772,505 Games
13773,Happinet
13774,Vivendi Games
13775,Ubisoft
13776,Ubisoft
13777,Falcom Corporation
13778,Take-Two Interactive
13779,Zoo Games
13780,Interchannel
13781,Tecmo Koei
13782,Konami Digital Entertainment
13783,Marvelous Interactive
13784,Taito
13785,Atari
13786,NCSoft
13787,Kalypso Media
13788,Cloud Imperium Games Corporation
13789,SNK Playmore
13790,Ubisoft
13791,Square Enix
13792,Compile Heart
13793,Ubisoft
13794,Kadokawa Shoten
13795,Ubisoft
13796,Deep Silver
13797,Take-Two Interactive
13798,Nintendo
13799,D3Publisher
13800,DHM Interactive
13801,Flight-Plan
13802,Rising Star Games
13803,Namco Bandai Games
13804,Hect
13805,XS Games
13806,Idea Factory
13807,Konami Digital Entertainment
13808,Capcom
13809,Namco Bandai Games
13810,Sony Computer Entertainment
13811,5pb
13812,Unknown
13813,Ubisoft
13814,Marvelous Interactive
13815,Namco Bandai Games
13816,Prototype
13817,Sega
13818,Sega
13819,ASCII Media Works
13820,Konami Digital Entertainment
13821,Atari
13822,Unknown
13823,Electronic Arts
13824,Atari
13825,Namco Bandai Games
13826,Electronic Arts
13827,Konami Digital Entertainment
13828,505 Games
13829,Virgin Interactive
13830,Ubisoft
13831,Zoo Games
13832,PQube
13833,Electronic Arts
13834,Tecmo Koei
13835,Activision
13836,System 3 Arcade Software
13837,Empire Interactive
13838,Electronic Arts
13839,Sonnet
13840,FuRyu
13841,Deep Silver
13842,Namco Bandai Games
13843,Nippon Ichi Software
13844,Namco Bandai Games
13845,Take-Two Interactive
13846,XS Games
13847,Namco Bandai Games
13848,Konami Digital Entertainment
13849,Global Star
13850,Essential Games
13851,Vivendi Games
13852,Focus Home Interactive
13853,Electronic Arts
13854,THQ
13855,Namco Bandai Games
13856,Idea Factory International
13857,Infogrames
13858,Take-Two Interactive
13859,Zushi Games
13860,505 Games
13861,Electronic Arts
13862,Namco Bandai Games
13863,Rage Software
13864,ArtDink
13865,Tecmo Koei
13866,Experience Inc.
13867,Codemasters
13868,Atari
13869,Koch Media
13870,Tecmo Koei
13871,Vivendi Games
13872,Unknown
13873,Insomniac Games
13874,Mindscape
13875,Namco Bandai Games
13876,Electronic Arts
13877,Namco Bandai Games
13878,Majesco Entertainment
13879,Zoo Games
13880,Hip Interactive
13881,Little Orbit
13882,Zoo Games
13883,Alternative Software
13884,5pb
13885,Black Bean Games
13886,Microsoft Game Studios
13887,Sega
13888,D3Publisher
13889,Nintendo
13890,Codemasters
13891,Ubisoft
13892,Rondomedia
13893,Seta Corporation
13894,SCi
13895,Sony Computer Entertainment
13896,Namco Bandai Games
13897,Rising Star Games
13898,Ubisoft
13899,Zoo Digital Publishing
13900,Tecmo Koei
13901,Namco Bandai Games
13902,Konami Digital Entertainment
13903,Namco Bandai Games
13904,Enix Corporation
13905,Foreign Media Games
13906,THQ
13907,Electronic Arts
13908,Midas Interactive Entertainment
13909,Time Warner Interactive
13910,Storm City Games
13911,Psygnosis
13912,Warner Bros. Interactive Entertainment
13913,Deep Silver
13914,Electronic Arts
13915,Namco Bandai Games
13916,SNK
13917,Ubisoft
13918,Take-Two Interactive
13919,THQ
13920,Nippon Ichi Software
13921,Konami Digital Entertainment
13922,Namco Bandai Games
13923,Flashpoint Games
13924,Namco Bandai Games
13925,Tru Blu Entertainment
13926,Indie Games
13927,Zenrin
13928,Activision
13929,Tecmo Koei
13930,Nippon Ichi Software
13931,Konami Digital Entertainment
13932,Unknown
13933,5pb
13934,Namco Bandai Games
13935,Eidos Interactive
13936,Konami Digital Entertainment
13937,Activision
13938,Namco Bandai Games
13939,Konami Digital Entertainment
13940,Asmik Ace Entertainment
13941,Valcon Games
13942,Sony Computer Entertainment
13943,Ubisoft
13944,Destineer
13945,Majesco Entertainment
13946,Capcom
13947,Iceberg Interactive
13948,Gathering of Developers
13949,Nintendo
13950,Zoo Digital Publishing
13951,Agetec
13952,Capcom
13953,Ignition Entertainment
13954,Tecmo Koei
13955,Tecmo Koei
13956,Little Orbit
13957,GungHo
13958,Electronic Arts
13959,Konami Digital Entertainment
13960,NEC Interchannel
13961,Konami Digital Entertainment
13962,Ubisoft
13963,Kadokawa Shoten
13964,
13965,D3Publisher
13966,Rising Star Games
13967,Activision
13968,Capcom
13969,Tecmo Koei
13970,Graffiti
13971,Game Factory
13972,Ubisoft
13973,Sunsoft
13974,Idea Factory
13975,505 Games
13976,Idea Factory
13977,Namco Bandai Games
13978,Idea Factory
13979,Namco Bandai Games
13980,D3Publisher
13981,Namco Bandai Games
13982,Focus Home Interactive
13983,FuRyu
13984,D3Publisher
13985,Unknown
13986,Take-Two Interactive
13987,Electronic Arts
13988,5pb
13989,Aqua Plus
13990,Nippon Ichi Software
13991,Ignition Entertainment
13992,Daedalic Entertainment
13993,Tecmo Koei
13994,Nippon Ichi Software
13995,Electronic Arts
13996,Activision
13997,Magix
13998,Ivolgamus
13999,Sony Computer Entertainment
14000,Capcom
14001,GungHo
14002,Namco Bandai Games
14003,Microsoft Game Studios
14004,Sega
14005,Konami Digital Entertainment
14006,Playlogic Game Factory
14007,Happinet
14008,Konami Digital Entertainment
14009,Crave Entertainment
14010,Capcom
14011,Ubisoft
14012,Universal Interactive
14013,2D Boy
14014,Sega
14015,Idea Factory
14016,Tecmo Koei
14017,Sony Computer Entertainment
14018,O-Games
14019,Idea Factory
14020,Vivendi Games
14021,Jaleco
14022,Sega
14023,Deep Silver
14024,Konami Digital Entertainment
14025,Namco Bandai Games
14026,Namco Bandai Games
14027,Konami Digital Entertainment
14028,Ubisoft
14029,Capcom
14030,Ubisoft
14031,Ocean
14032,Unknown
14033,Ignition Entertainment
14034,Avalon Interactive
14035,System 3 Arcade Software
14036,Sega
14037,MC2 Entertainment
14038,Vivendi Games
14039,Banpresto
14040,Tecmo Koei
14041,Eidos Interactive
14042,Cave
14043,D3Publisher
14044,Game Factory
14045,BAM! Entertainment
14046,Namco Bandai Games
14047,Tecmo Koei
14048,Unknown
14049,Tradewest
14050,Tecmo Koei
14051,JoWood Productions
14052,Majesco Entertainment
14053,Sega
14054,Namco Bandai Games
14055,Tecmo Koei
14056,Ubisoft
14057,Rising Star Games
14058,Unknown
14059,Sony Computer Entertainment
14060,Ubisoft
14061,Square Enix
14062,Ubisoft
14063,Oxygen Interactive
14064,ChunSoft
14065,Kalypso Media
14066,Yeti
14067,Avanquest
14068,Midway Games
14069,THQ
14070,DTP Entertainment
14071,Deep Silver
14072,Global A Entertainment
14073,Interplay
14074,Konami Digital Entertainment
14075,PQube
14076,Empire Interactive
14077,Zoo Digital Publishing
14078,Focus Home Interactive
14079,JoWood Productions
14080,THQ
14081,THQ
14082,Sony Computer Entertainment
14083,Ignition Entertainment
14084,Eidos Interactive
14085,Ubisoft
14086,DTP Entertainment
14087,Tecmo Koei
14088,DreamCatcher Interactive
14089,
14090,Jester Interactive
14091,Activision
14092,Majesco Entertainment
14093,Prototype
14094,Telltale Games
14095,Konami Digital Entertainment
14096,Idea Factory
14097,Ubisoft
14098,Namco Bandai Games
14099,Marvelous Interactive
14100,Unknown
14101,Tecmo Koei
14102,Kando Games
14103,D3Publisher
14104,Jaleco
14105,D3Publisher
14106,Activision
14107,Activision
14108,D3Publisher
14109,O-Games
14110,Shogakukan
14111,Unknown
14112,Paradox Interactive
14113,HMH Interactive
14114,505 Games
14115,Crave Entertainment
14116,Arc System Works
14117,Namco Bandai Games
14118,Midway Games
14119,Marvelous Interactive
14120,Sega
14121,Atari
14122,ESP
14123,Namco Bandai Games
14124,Game Factory
14125,Just Flight
14126,Office Create
14127,Eidos Interactive
14128,Namco Bandai Games
14129,Marvelous Interactive
14130,Hudson Soft
14131,Banpresto
14132,10TACLE Studios
14133,THQ
14134,Mamba Games
14135,Codemasters
14136,Daito
14137,Nordic Games
14138,Crave Entertainment
14139,Konami Digital Entertainment
14140,Capcom
14141,Activision
14142,Midas Interactive Entertainment
14143,Sting
14144,Focus Home Interactive
14145,Fields
14146,Activision
14147,Kadokawa Games
14148,Take-Two Interactive
14149,Genki
14150,Konami Digital Entertainment
14151,Activision
14152,Activision
14153,Namco Bandai Games
14154,Konami Digital Entertainment
14155,Namco Bandai Games
14156,Nippon Ichi Software
14157,Ubisoft
14158,Unknown
14159,D3Publisher
14160,Tecmo Koei
14161,Microsoft Game Studios
14162,THQ
14163,Princess Soft
14164,Microsoft Game Studios
14165,Sony Computer Entertainment
14166,Acclaim Entertainment
14167,Destineer
14168,Sony Computer Entertainment
14169,505 Games
14170,Maximum Family Games
14171,BAM! Entertainment
14172,THQ
14173,Nippon Ichi Software
14174,Namco Bandai Games
14175,Hudson Soft
14176,Ubisoft
14177,Idea Factory
14178,Atari
14179,Ubisoft
14180,Tecmo Koei
14181,Hip Interactive
14182,Spike
14183,Unknown
14184,Konami Digital Entertainment
14185,Nordic Games
14186,Tecmo Koei
14187,Avanquest
14188,Activision
14189,Namco Bandai Games
14190,Capcom
14191,Konami Digital Entertainment
14192,Acclaim Entertainment
14193,Tecmo Koei
14194,Nintendo
14195,Activision
14196,Nippon Ichi Software
14197,Atari
14198,Telltale Games
14199,Comfort
14201,Konami Digital Entertainment
14202,Konami Digital Entertainment
14203,Conspiracy Entertainment
14204,Tecmo Koei
14205,Idea Factory
14206,Banpresto
14207,THQ
14208,Eidos Interactive
14209,Phenomedia
14210,Namco Bandai Games
14211,Arc System Works
14212,Nippon Ichi Software
14213,Berkeley
14214,bitComposer Games
14215,Sega
14216,Konami Digital Entertainment
14217,Codemasters
14218,Namco Bandai Games
14219,BMG Interactive Entertainment
14220,Hackberry
14221,Culture Brain
14222,Ubisoft
14223,D3Publisher
14224,"Destination Software, Inc"
14225,Namco Bandai Games
14226,Ubisoft
14227,Play It
14228,Agatsuma Entertainment
14229,Fuji
14230,Namco Bandai Games
14231,D3Publisher
14232,Aqua Plus
14233,Banpresto
14234,Capcom
14235,Aspyr
14236,Dusenberry Martin Racing
14237,Alchemist
14238,Electronic Arts
14239,Neko Entertainment
14240,DTP Entertainment
14241,Ubisoft
14242,Konami Digital Entertainment
14243,Daito
14244,Prototype
14245,Nordic Games
14246,Ubisoft
14247,Tru Blu Entertainment
14248,BMG Interactive Entertainment
14249,Game Factory
14250,Microsoft Game Studios
14251,Namco Bandai Games
14252,Unknown
14253,LSP Games
14254,Electronic Arts
14255,Rondomedia
14256,GSP
14257,Unknown
14258,RTL
14259,Vivendi Games
14260,Game Factory
14261,Namco Bandai Games
14262,imageepoch Inc.
14263,Nintendo
14264,Black Bean Games
14265,Atari
14266,Konami Digital Entertainment
14267,Paradox Interactive
14268,Sega
14269,Mindscape
14270,Focus Home Interactive
14271,Level 5
14272,Rising Star Games
14273,Tecmo Koei
14274,Zushi Games
14275,Ubisoft
14276,Unknown
14277,Big Fish Games
14278,Namco Bandai Games
14279,Namco Bandai Games
14280,Foreign Media Games
14281,Konami Digital Entertainment
14282,Office Create
14283,TDK Core
14284,Aspyr
14285,Her Interactive
14286,Avanquest Software
14287,505 Games
14288,Capcom
14289,Namco Bandai Games
14290,Tecmo Koei
14291,505 Games
14292,Atari
14293,Conspiracy Entertainment
14294,Rocket Company
14295,Tecmo Koei
14296,Unknown
14297,Namco Bandai Games
14298,Spike
14299,
14300,Namco Bandai Games
14301,Ignition Entertainment
14302,505 Games
14303,Majesco Entertainment
14304,Nintendo
14305,Microsoft Game Studios
14306,Myelin Media
14307,D3Publisher
14308,Sony Computer Entertainment
14309,Sega
14310,Swing! Entertainment
14311,Focus Home Interactive
14312,Reef Entertainment
14313,Kamui
14314,
14315,Unknown
14316,Namco Bandai Games
14317,Konami Digital Entertainment
14318,PopCap Games
14319,Namco Bandai Games
14320,ASK
14321,Neko Entertainment
14322,Little Orbit
14323,Compile
14324,Game Factory
14325,UFO Interactive
14326,Microsoft Game Studios
14327,Kadokawa Shoten
14328,D3Publisher
14329,Zoo Digital Publishing
14330,Atari
14331,Paradox Interactive
14332,TopWare Interactive
14333,Headup Games
14334,Hackberry
14335,UFO Interactive
14336,Namco Bandai Games
14337,Nippon Ichi Software
14338,Activision
14339,Capcom
14340,Sega
14341,Arc System Works
14342,Square Enix
14343,FuRyu
14344,Konami Digital Entertainment
14345,Zushi Games
14346,Konami Digital Entertainment
14347,Tecmo Koei
14348,Sony Computer Entertainment
14349,Idea Factory
14350,Konami Digital Entertainment
14351,Rising Star Games
14352,Sony Computer Entertainment
14353,Kaga Create
14354,Codemasters
14355,Unknown
14356,Oxygen Interactive
14357,Atari
14358,Acclaim Entertainment
14359,KSS
14360,5pb
14361,PQube
14362,Namco Bandai Games
14363,Midway Games
14364,Namco Bandai Games
14365,Global A Entertainment
14366,Cave
14367,Electronic Arts
14368,Capcom
14369,Ubisoft
14370,Namco Bandai Games
14371,Media Works
14372,PQube
14373,Empire Interactive
14374,Unknown
14375,LSP Games
14376,Idea Factory
14377,Namco Bandai Games
14378,Namco Bandai Games
14379,Nintendo
14380,Unknown
14381,Marvelous Interactive
14382,Rocket Company
14383,Pinnacle
14384,Vivendi Games
14385,Idea Factory
14386,Paradox Interactive
14387,Conspiracy Entertainment
14388,D3Publisher
14389,Myelin Media
14390,Yeti
14391,Ubisoft
14392,Interchannel
14393,Sega
14394,Avanquest
14395,5pb
14396,Midway Games
14397,Cygames
14398,THQ
14399,Konami Digital Entertainment
14400,Idea Factory
14401,Kemco
14402,Namco Bandai Games
14403,Zoo Games
14404,Tecmo Koei
14405,Rising Star Games
14406,Capcom
14407,Unknown
14408,KID
14409,Destineer
14410,Ubisoft
14411,Vivendi Games
14412,AQ Interactive
14413,Milestone S.r.l.
14414,Take-Two Interactive
14415,Quinrose
14416,Electronic Arts
14417,Tecmo Koei
14418,Sunflowers
14419,Sega
14420,Game Factory
14421,Majesco Entertainment
14422,Atari
14423,Rising Star Games
14424,Atari
14425,Namco Bandai Games
14426,Konami Digital Entertainment
14427,SCi
14428,Alchemist
14429,Hudson Soft
14430,Namco Bandai Games
14431,Arc System Works
14432,Hudson Soft
14433,Ubisoft
14434,Gremlin Interactive Ltd
14435,dramatic create
14436,Majesco Entertainment
14437,D3Publisher
14438,Konami Digital Entertainment
14439,Atlus
14440,Kadokawa Games
14441,Idea Factory
14442,Activision
14443,Nintendo
14444,Idea Factory
14445,Tecmo Koei
14446,Konami Digital Entertainment
14447,Namco Bandai Games
14448,Idea Factory
14449,Konami Digital Entertainment
14450,SouthPeak Games
14451,Atlus
14452,Konami Digital Entertainment
14453,Namco Bandai Games
14454,Atari
14455,JVC
14456,Konami Digital Entertainment
14457,Ubisoft
14458,ChunSoft
14459,SNK Playmore
14460,Konami Digital Entertainment
14461,Game Factory
14462,Midway Games
14463,Majesco Entertainment
14464,TGL
14465,Encore
14466,Tecmo Koei
14467,Sega
14468,Pinnacle
14469,505 Games
14470,Extreme Entertainment Group
14471,Konami Digital Entertainment
14472,Square Enix
14473,Nippon Ichi Software
14474,From Software
14475,Namco Bandai Games
14476,Unknown
14477,Marvelous Interactive
14478,Konami Digital Entertainment
14479,Namco Bandai Games
14480,Intergrow
14481,Sony Computer Entertainment
14482,Activision
14483,Ubisoft
14484,Namco Bandai Games
14485,Activision
14486,Activision
14487,Majesco Entertainment
14488,Acclaim Entertainment
14489,Konami Digital Entertainment
14490,Majesco Entertainment
14491,Gust
14492,Rising Star Games
14493,Zoo Digital Publishing
14494,G.Rev
14495,Infogrames
14496,Kemco
14497,Imagineer
14498,Konami Digital Entertainment
14499,Marvelous Interactive
14500,Atari
14501,Marvelous Interactive
14502,Namco Bandai Games
14503,Atari
14504,Hudson Soft
14505,Taito
14506,Zoo Digital Publishing
14507,Atari
14508,CyberFront
14509,Sega
14510,Maxis
14511,Namco Bandai Games
14512,Idea Factory
14513,THQ
14514,Idea Factory
14515,Angel Studios
14516,Sweets
14517,Broccoli
14518,Hudson Soft
14519,Bethesda Softworks
14520,Sega
14521,JVC
14522,Ubisoft
14523,Ubisoft
14524,Takara Tomy
14525,Unknown
14526,Kokopeli Digital Studios
14527,Mastertronic
14528,Zoo Digital Publishing
14529,Number None
14530,5pb
14531,Zoo Digital Publishing
14532,LucasArts
14533,Electronic Arts
14534,Idea Factory
14535,Zoo Digital Publishing
14536,Atari
14537,Capcom
14538,Capcom
14539,Zoo Digital Publishing
14540,Agetec
14541,From Software
14542,Namco Bandai Games
14543,Paradox Interactive
14544,Namco Bandai Games
14545,Capcom
14546,Take-Two Interactive
14547,Global Star
14548,Little Orbit
14549,Sony Computer Entertainment
14550,Activision
14551,Nexon
14552,Sega
14553,Activision
14554,Black Bean Games
14555,Atari
14556,Sega
14557,Rising Star Games
14558,Focus Home Interactive
14559,NEC
14560,Konami Digital Entertainment
14561,Storm City Games
14562,Compile Heart
14563,Ubisoft
14564,Unknown
